,author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count,sentiment,confidence
152,3930826461,Felwahalzahrani,794,6479,"كاتبة رأي في صحيفة اليوم , أخصائية توحد وتعديل سلوك ،صاحبة أول فكرة لمشروع  شاطئ نسائي حكومي في السعودية..( فكر حُر)",الظهران,"RT @dradelzahrani: الدماء الشابة تشارك في عمل نوعي لحراك تنموي حضري لتطوير نمط الحياة الصحي لمدننا #مجتمع_حيوي_بيئة_عامرة
تشرفنا بمشاركتك م…",2021-03-07 16:21:00+00:00,5,0,0,0,neutral,0.7643617391586304
153,361991383,drmerajmirza,7437,153429,أستاذ زائر بجامعة @Harvard، أستاذ مشارك بجامعة @uqu_edu سابقاً | جغرافي مهتم بتوثيق ذاكرة المكان المكية,,"RT @dradelzahrani: الدماء الشابة تشارك في عمل نوعي لحراك تنموي حضري لتطوير نمط الحياة الصحي لمدننا #مجتمع_حيوي_بيئة_عامرة
تشرفنا بمشاركتك م…",2021-03-05 10:58:40+00:00,5,0,0,0,neutral,0.7643617391586304
154,616964813,Anaserafi,23796,24480,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏مهندس إستشاري

عضو مجلس إدارة‎‎‎‎ طيبة للاستثمار‎‎‎‎
رئيس اللجنة العقارية غرفة مكة
رئيس الجمعية السعودية لعلوم العمران بجدة
وجمعية ‎عيون جدة",,"RT @dradelzahrani: الدماء الشابة تشارك في عمل نوعي لحراك تنموي حضري لتطوير نمط الحياة الصحي لمدننا #مجتمع_حيوي_بيئة_عامرة
تشرفنا بمشاركتك م…",2021-03-05 10:35:55+00:00,5,0,0,0,neutral,0.7643617391586304
155,555932407,WaddahBakhsh,16832,12261,أهلاوي 💚 مواليد برج السرطان,,RT @AmalSindi: شكرا لسعادة الدكتور عادل الزهراني @dradelzahrani على المبادرة الجميلة لتحسين مدينة #جدة و #ممشى_الالوان #ممشى_الكورنيش من خل…,2021-03-05 10:08:15+00:00,3,0,0,0,neutral,0.7684782147407532
156,409904109,mrh1436,626,168812,‏‏مسلمة سنية منهجي الكتاب والسنة,اللهم اجعلني مباركة أينما كنت,"RT @smooo1768: #ممشى_الألوان #كورنيش_الالوان
#jeddah_colorwalk
#تصويري https://t.co/sASz1ZpYLC",2021-03-05 09:25:44+00:00,1,0,0,0,neutral,0.8041108250617981
157,406382558,smooo1768,157,1238,Photographer and designer,Jeddah,"#ممشى_الألوان #كورنيش_الالوان
#jeddah_colorwalk
#تصويري https://t.co/sASz1ZpYLC",2021-03-05 09:15:21+00:00,1,0,1,0,neutral,0.7832794189453125
158,597804011,reem_alsabban,1906,9562,عاشقة للفن والتصميم/مؤسسة مبادرة داخلي فنان @artistwme وجمعية عواد الأمل للمرضى @VhopeSa/ مهتمة بالتربيةوالتعليم والتطوع والتراث🌷حسابي شخصي🌷,Jeddah /London,"RT @dradelzahrani: الدماء الشابة تشارك في عمل نوعي لحراك تنموي حضري لتطوير نمط الحياة الصحي لمدننا #مجتمع_حيوي_بيئة_عامرة
تشرفنا بمشاركتك م…",2021-03-05 03:05:33+00:00,5,0,0,0,neutral,0.7643617391586304
159,1179349419419938817,dradelzahrani,1900,289,Dean of @ap__edu at @KAUWEB | Initiator of National Urban Design Studio at ‎‎‎‎‎‎‎@SaudiMOMRA | ‎‎‎‎‎‎‎‎@VTCAUS @BUalumni | #jeddah_colorwalk (personal account),"Jeddah, Kingdom of Saudi Arabi","الدماء الشابة تشارك في عمل نوعي لحراك تنموي حضري لتطوير نمط الحياة الصحي لمدننا #مجتمع_حيوي_بيئة_عامرة
تشرفنا بمشاركتك معنا سعود .. وجدة فخورة بكم .. وجدة تستحق اكثر واكثر ..
 #ممشى_الالوان
#كورنيش_الألوان 
#jeddah_colorwalk 
#Livable_cities https://t.co/oFezPOOBVm",2021-03-04 21:43:35+00:00,5,1,13,1,neutral,0.7682754397392273
160,394159909,Abu_Rayn8,25795,97299,‏أسعد بخدمة ‎#الموهوبين  و الباحثين  ‎‎‎‎‎‎‎‎‎‎#بالموهبة_نرتقي  تغريداتي وبعض من سيرتي  في المفضلة.,السعودية - الرياض,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-04 21:32:44+00:00,41,0,0,0,neutral,0.7438042759895325
161,1179349419419938817,dradelzahrani,1900,289,Dean of @ap__edu at @KAUWEB | Initiator of National Urban Design Studio at ‎‎‎‎‎‎‎@SaudiMOMRA | ‎‎‎‎‎‎‎‎@VTCAUS @BUalumni | #jeddah_colorwalk (personal account),"Jeddah, Kingdom of Saudi Arabi",RT @AmalSindi: شكرا لسعادة الدكتور عادل الزهراني @dradelzahrani على المبادرة الجميلة لتحسين مدينة #جدة و #ممشى_الالوان #ممشى_الكورنيش من خل…,2021-03-04 21:12:32+00:00,3,0,0,0,neutral,0.7684782147407532
162,3009742675,EmanYamani2019,142,5356,الحمدلله حمداً عميقاً يُعانق إتساع السماء،الحمدلله الذي ما تيقنا به خيراً وأملاً إلا وأغدقنا سروراً😊😊,Saudi Arabia,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-04 20:56:59+00:00,41,0,0,0,neutral,0.7438042759895325
163,423356911,AmalSindi,2467,9826,"Associate Professor, Oral Diagnostic Sciences, Faculty of Dentistry, King AbdulAziz University Oral Pathology, Healthcare Education, BDS, MSc, PhD.","Jeddah, Saudi Arabia","شكرا لسعادة الدكتور عادل الزهراني @dradelzahrani على المبادرة الجميلة لتحسين مدينة #جدة و #ممشى_الالوان #ممشى_الكورنيش من خلال عمل 
#jeddah_colorwalk المتميز جزاك الله خير و بالتوفيق 💐 https://t.co/Gmca7ScGp3",2021-03-04 13:07:38+00:00,3,0,8,0,neutral,0.7666643857955933
164,1266485721419919362,Asimakhanhyd,56,1573,"Credible and Proficient Leader in Strategizing, Co - Creating and Executing Business transformation through people & process to enhance business and sustain.",,"JEDDAH is “coloring their walk!” The Jeddah Colorwalk initiative  is a project that aims to paint the Red Sea city’s roadways, walkways and squares. https://t.co/eT19hNT4Eu",2021-03-04 10:47:07+00:00,0,0,0,0,neutral,0.7286328077316284
165,151414257,Techno_coats,1198,997,"‏‏‏‏‎#تكنو_كوت 
الأولى بالدهانات الديكورية وبتقنية ألمانية.. ‎#لون_حياتك","Jeddah, Saudia Arabia",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-04 10:42:04+00:00,41,0,0,0,neutral,0.7438042759895325
166,1242126557570883590,norah36481159,652,15981,فنانه🙄 ام وزوجة 😲 جداويه 🤷‍♀️هواياتي المشي 🤗سباحة 🏊🏾🏃🏼‍♂️غوص رسم خزف طين 🎨🏸🏐كرة طائرةً☔️🎼🚴🏽‍♂️ودراجتي وعشقي للموسيقى 😂باقي طيران ( وفروسية,"جدة, المملكة العربية السعودية",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-04 07:34:05+00:00,41,0,0,0,neutral,0.7438042759895325
167,1165903689871220736,nanjum39,245,9017,"‏“اللہ تعالی کسی جان کو اُسکی طاقت سے زیادہ تکلیف 

 نہیں دیتا۔”

 البقرہ۔2.286",,"JEDDAH is “coloring their walk!” The Jeddah Colorwalk initiative  is a project that aims to paint the Red Sea city’s roadways, walkways and squares. https://t.co/qQdE3B9rnm",2021-03-03 16:55:41+00:00,0,0,2,1,neutral,0.7403990030288696
168,3248770466,MohammedGhamri7,109,243,Architect 🎓🙆‍♂️⚡️| #kau 17 || snap |#Mohammed_ghamri |,Jeddah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-03 11:04:47+00:00,41,0,0,0,neutral,0.7438042759895325
169,350531740,SalihAlansari,137918,82204,"مستشار #الصحة_العامة وخبير #تعزيز_الصحه ومكافحة #الأمراض_المزمنه

مؤسس
@SaudiHPC
@Treksofarabia 
@Mushat_Saudia

مشرف
@WalkStoriesKSA
أحد مؤسسي #مشاة_الرياض", Riyadh,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-01 18:36:16+00:00,41,0,0,0,neutral,0.7438042759895325
170,100471696,Yasser_bin_moh,911,41661,‏مؤسس ‎#سعوديون_في_ماليزيا حاصل على درجة الماجستير في إدارة الأعمال بمجال الإتصال والعلاقات العامة و البكالوريوس IT و مصور رياضي والمناسبات الرسمية,"Jeddah, Kingdom of Saudi Arabi",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-03-01 05:16:10+00:00,41,0,0,0,neutral,0.7438042759895325
171,717018608,ArchA3333,183,4158,"‏knowledge is power 
Sir Francis Bacon",ksa,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-28 20:56:03+00:00,41,0,0,0,neutral,0.7438042759895325
172,419257788,arch_khh,1183,15714,حسبي ربي جل في علاه فهو ألطف بي وأحن #المدينة_مسؤوليتنا,Al-Madinah Al-Munwwarah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-28 16:40:41+00:00,41,0,0,0,neutral,0.7438042759895325
173,1118594073638645760,bamadhn,50,1257,وَعِبَادُ الرَّحْمَٰنِ الَّذِينَ يَمْشُونَ عَلَى الْأَرْضِ هَوْنًا,Jeddah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-28 09:29:04+00:00,41,0,0,0,neutral,0.7438042759895325
174,2154966093,jamilafarsi,105,61,"A professor at KAU, a mother and a grandmother. Love education and training.",Jeddah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-28 08:42:38+00:00,41,0,0,0,neutral,0.7438042759895325
175,429400784,SultanAlgethmi,335,2554,معماري.,"جدة, المملكة العربية السعودية",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-28 07:36:34+00:00,41,0,0,0,neutral,0.7438042759895325
176,2366568905,aalnahdi94,215,2916,JED | 1994 - Architect | معماري,"جدة, المملكة العربية السعودية",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 20:39:26+00:00,41,0,0,0,neutral,0.7438042759895325
177,1521575040,tasamilab,1803,1159,info@tasamilab.com | تسامي كرييتف لاب| منصة للثقافة والفنون | Founder @musaedhulis |,Jeddah | SERAFI Mega Mall  ,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 19:52:19+00:00,41,0,0,0,neutral,0.7438042759895325
178,1598672904,3frankRby,298,25241,,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 19:47:42+00:00,41,0,0,0,neutral,0.7438042759895325
179,1606482012,reoixu,221,44794,,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 16:23:58+00:00,41,0,0,0,neutral,0.7438042759895325
180,1278270445,loudi_h,1292,6539,,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 14:36:46+00:00,41,0,0,0,neutral,0.7438042759895325
181,174231457,Amroaj,2112,25395,"‏‏‏‏‏‏‏‏‏Amro Alsabban
ممثل سعودي أمريكي
مواليد ميامي
Section Manager, Operations Excellence @ Saudi Airlines SGS
Actor","Jeddah, Saudi Arabia",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 13:18:18+00:00,41,0,0,0,neutral,0.7438042759895325
182,597804011,reem_alsabban,1906,9562,عاشقة للفن والتصميم/مؤسسة مبادرة داخلي فنان @artistwme وجمعية عواد الأمل للمرضى @VhopeSa/ مهتمة بالتربيةوالتعليم والتطوع والتراث🌷حسابي شخصي🌷,Jeddah /London,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 13:16:19+00:00,41,0,0,0,neutral,0.7438042759895325
183,1944441570,EyadHashim1,1119,285184,"غواص ‏‏هاوي تصوير فوتغرافي تحت البحر وفى البر . وللاخونجية والصفويين وخدمهم ليس لكم مكان عندي ولاقيمة .
 Underwater photography and outside the sea .
🔞no porno",المملكة العربية السعودية/ جدة,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 13:08:01+00:00,41,0,0,0,neutral,0.7438042759895325
184,2828475283,HasanMonshi,998,146724,الحق يعلو ولا يعلى عليه,Kingdom of Saudi Arabia,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 11:56:37+00:00,41,0,0,0,neutral,0.7438042759895325
185,156979757,amzahrani,784,12526,,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 11:12:51+00:00,41,0,0,0,neutral,0.7438042759895325
186,2576361505,fhd19811,462,51114,كل طرق الخير تؤدي الى الله,المدينة المنورة,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 10:59:44+00:00,41,0,0,0,neutral,0.7438042759895325
187,233350293,Aziz_Zahran,12506,10070,"‏‏‏‏هنا ستقرأ كلاماً عن العمارة والعمران | المفضلة ليست مهملة ‎‎‎‎‎#معمار_و_عمران ...

‎@UniOfNottAlumni",Kingdom of Saudi Arabia,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 10:17:39+00:00,41,0,0,0,neutral,0.7438042759895325
188,521139562,hattas1977,2634,37227,"Financial advisor with 20 years experience, Asset Manager, and Banker. MBA, Master of Applied Finance, PhD in Finance and Corporate Governance.","Jeddah, Saudi Arabia",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 10:11:26+00:00,41,0,0,0,neutral,0.7438042759895325
189,1125460212822024193,ojksa21,3359,442,مجتمعنا مسؤوليتنا. اجتماعية • خيرية • توعوية | جدة - الصيرفي ميجا مول - الدور الاول | تصريح وزارة الموارد البشرية والتنمية الاجتماعية رقم (٥٨٢)..,"جدة, المملكة العربية السعودية",RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 09:59:19+00:00,41,0,0,0,neutral,0.7438042759895325
190,1493381396,LS_Architecture,6527,2613,حساب شخصي للنقاش حول تخصص #عمارة_البيئة والمجالات ذات العلاقة، ولأجل دعم وإجابة استفسارات المُهتمّين، للتواصل: (https://t.co/qeZcxgw85e),Kingdom of Saudi Arabia,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 08:50:41+00:00,41,0,0,0,neutral,0.7438042759895325
191,284526180,archammadi,366,12569,"I'm an architect, I like literature, art and design...",,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 07:25:42+00:00,41,0,0,0,neutral,0.7438042759895325
192,1280789959230853121,noreenb97506207,3,47,Physicist 🌠,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 06:46:47+00:00,41,0,0,0,neutral,0.7438042759895325
193,1229501516765114369,aseelmalti,102,74,معمارية، باحثة، قائدة، محبة للعمل التطوعي، ومختصة في الإستدامة LEED O+M (لا أبرَحُ حتى أبلغ),Jeddah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 05:52:20+00:00,41,0,0,0,neutral,0.7438042759895325
194,1237304045142003712,ArabPlacemaking,391,139,"We are the placemaking network for the Arab world who together accelerate better places as a way to create inclusive, vibrant & healthy community @PlacemakingX",All Arab World,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 05:51:04+00:00,41,0,0,0,neutral,0.7438042759895325
195,389103980,Yousefzeilai,271,3638,Architect | معماري,JEDDAH,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 04:27:30+00:00,41,0,0,0,neutral,0.7438042759895325
196,429619057,musaedhulis,1354,3716,Visual Artist | Curator | Founder of @tasamilab المؤسس والمدير التنفيذي,jeddah,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-27 03:55:52+00:00,41,0,0,0,neutral,0.7438042759895325
197,1269833647475101697,Zog1232,60,4964,nothing,,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-26 21:48:55+00:00,41,0,0,0,neutral,0.7438042759895325
198,616964813,Anaserafi,23796,24480,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏مهندس إستشاري

عضو مجلس إدارة‎‎‎‎ طيبة للاستثمار‎‎‎‎
رئيس اللجنة العقارية غرفة مكة
رئيس الجمعية السعودية لعلوم العمران بجدة
وجمعية ‎عيون جدة",,RT @dradelzahrani: تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان و…,2021-02-26 21:30:47+00:00,41,0,0,0,neutral,0.7438042759895325
199,1179349419419938817,dradelzahrani,1900,289,Dean of @ap__edu at @KAUWEB | Initiator of National Urban Design Studio at ‎‎‎‎‎‎‎@SaudiMOMRA | ‎‎‎‎‎‎‎‎@VTCAUS @BUalumni | #jeddah_colorwalk (personal account),"Jeddah, Kingdom of Saudi Arabi","تشرفت بدعم ومساندةسموالمحافظ وسمو وكيل المحافظ ومعالي أمين جده بالتعاون مع جمعيةعيون جدة لتدشين مبادرة #كورنيش_الألوان والتي تأسست إنطلاقتها7/10/2020لتحسين المشهدالحضري بمساهمة متطوعين ومتطوعات من محبي جدةلتنفيذها شكرالله مساعيهم وجهودهم علىماقدموه
#placemaking
#jeddah_colorwalk https://t.co/6GQubaQ0iK https://t.co/Lxs2E41rY5",2021-02-26 20:51:55+00:00,41,16,122,7,neutral,0.7582190036773682
200,1201616029383823360,Umran_Jeddah,1152,1088,"‏‏‏فرع جدة - عضو الاتحاد الدولي للمعماريين UIA
فرع تابع ‎@saudi_umran
المملكة العربية السعودية",,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-14 08:48:30+00:00,21,0,0,0,neutral,0.764074981212616
201,366214476,yazan_shiqdar,99,923,"‏ 💚👨🏾‍🎓 معماري 
 
الله يرحمك يا والدي",,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-06 12:34:37+00:00,21,0,0,0,neutral,0.764074981212616
202,366214476,yazan_shiqdar,99,923,"‏ 💚👨🏾‍🎓 معماري 
 
الله يرحمك يا والدي",,RT @dradelzahrani: 2. First #tacticalurbanism workshop in KSA preparing volunteers for #jeddah_colorwalk initiative. #CommunityEngagement J…,2021-02-06 12:34:07+00:00,13,0,0,0,neutral,0.9163175821304321
203,1106818188732448769,DhafarQ,70,86,VP of Wail Dhafar Engineering consultancy,Saudi Arabia,RT @dradelzahrani: 2. First #tacticalurbanism workshop in KSA preparing volunteers for #jeddah_colorwalk initiative. #CommunityEngagement J…,2021-02-06 09:32:36+00:00,13,0,0,0,neutral,0.9163175821304321
204,1106818188732448769,DhafarQ,70,86,VP of Wail Dhafar Engineering consultancy,Saudi Arabia,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-06 09:31:33+00:00,21,0,0,0,neutral,0.764074981212616
205,2407406219,ShougiBahamdain,134,5268,,"
",RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-03 21:11:04+00:00,21,0,0,0,neutral,0.764074981212616
206,259213526,hhamoudah,3979,7516,مهندس في امانة جدة وناشط اجتماعي قائد فريق لعيون المملكة التطوعي La_oyoun_jeddah@ شغفي تحقيق النجاح لكل شخص ( حساب شخصي ),Jeddah,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-03 14:10:40+00:00,21,0,0,0,neutral,0.764074981212616
207,2831467681,urPlanning,9882,1749,نستعرض ابرز المستجدات في التخطيط العمراني وشؤون المدن,,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-03 07:04:06+00:00,21,0,0,0,neutral,0.764074981212616
208,600407195,ralzahrani1,182,12131,,,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-03 06:29:01+00:00,21,0,0,0,neutral,0.764074981212616
209,324007475,aaldakheelalla,20301,22463,"Performance-based Urbanism, PhD candidate in Urbanism @BKTUDelft' 24 | M.Arch+M.S.Built Environment @ASUDesignSchool' 20| B.Arch @CAP_KSU_KSA' 14","Delft, The Netherlands ",RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 18:50:45+00:00,21,0,0,0,neutral,0.764074981212616
210,29351564,Sustain_Urban,5444,11713,"Observations, Ideas, Realities, Possibilities, Critiques for Sustainable Countries/ Metropolis'/ Regions/ Cities/ Towns/ Villages/ Places",SIN | DXB | LDN,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 18:13:33+00:00,21,0,0,0,neutral,0.764074981212616
211,319167220,ehabamri,5030,10744,Urban Designer @ ايهاب طالب العامري. مهتم بتطويرالمدن مؤسس مكتب ايهاب العامري للاستشارات العمرانية متخصص في التصميم الحضري وتنسيق المواقع 0133498090,,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 17:45:44+00:00,21,0,0,0,neutral,0.764074981212616
212,2449358428,AlawaisAhmed,18193,9926,مهندس معماري، باحث في مجال الاستدامة و الخرسانة,Kingdom of Saudi Arabia,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 17:33:57+00:00,21,0,0,0,neutral,0.764074981212616
213,1217132574600048641,yo3htNu82V6fTRF,55,9538,,,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 17:26:07+00:00,21,0,0,0,neutral,0.764074981212616
214,835825175195181056,AlsLahbi10,149,13631,,,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 16:34:13+00:00,21,0,0,0,neutral,0.764074981212616
215,1166782633868705792,Arch_ReemG,994,4482,"معمارية || عضو الإيكوموس و إدارة التراث العمراني  
 Architect || Board Member @Umran_Heritage @ICOMOS",Saudi Arabia,RT @dradelzahrani: قيادة أول ورشة عمل tactical urbanism في السعودية بمشاركة المجتمع المدني (مشاركة مجتمعية) #placemaking لتحسين #المشهد_الح…,2021-02-02 16:26:06+00:00,21,0,0,0,neutral,0.764074981212616
